track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,category
5AxTA7EKcIiqc51nfBoKl2,Kvelertak,Meir,Snilepisk,20,172906,False,0.133,0.944,0,-4.561,1,0.129,4.09e-06,0.919,0.32,0.306,86.603,1,black-metal,Rock
1pFLSVge1Jtmy5PU0E9iZq,Rotting Christ,A Dead Poem,As If By Magic,19,351333,False,0.452,0.883,2,-5.871,1,0.0488,1.53e-05,0.668,0.0605,0.39,140.145,4,black-metal,Rock
5lETDIvyWLJvR3YwohnwOZ,The Kovenant,Animatronik,Mannequin,19,300653,False,0.525,0.93,7,-4.414,0,0.0387,0.000139,0.0338,0.11,0.229,120.142,4,black-metal,Rock
4D1Ip2CcvpGIfMLWTVTVVP,Midnight,Sweet Death and Ecstasy,Crushed by Demons,19,386165,False,0.23,0.932,9,-3.975,1,0.058,4.51e-05,4.53e-05,0.482,0.295,132.571,4,black-metal,Rock
0J1SNj1evDHEYHZzHT7Zps,Aversions Crown,Hell Will Come for Us All,Caught in the System,21,240381,False,0.41,0.946,5,-3.776,1,0.066,0.00692,0.0,0.35,0.0781,135.036,4,black-metal,Rock
6YTxw9D17XpnJnujgCqJgX,Këkht Aräkh,Night & Love,As the Wounds Gently Bleed,19,229955,False,0.383,0.879,0,-8.046,1,0.0658,0.0692,0.889,0.0954,0.0405,141.741,4,black-metal,Rock
7lzprKou9yZPeU3kgm3Y14,Kvelertak,Meir,Spring Fra Livet,20,214786,False,0.289,0.967,4,-4.086,1,0.0816,1.07e-06,0.897,0.306,0.115,74.963,4,black-metal,Rock
455DO7PYZRFc3nMgqRQLMX,Eisregen,Fegefeuer,Knochentorte,21,253413,False,0.516,0.92,3,-3.986,1,0.0604,0.000373,7.98e-06,0.156,0.406,79.996,4,black-metal,Rock
5n7ulscvYsWROejxxTg3kC,Toxic Holocaust,Chemistry of Consciousness (Deluxe Version),Wargasm - Bonus Track,21,157311,False,0.308,0.963,2,-4.646,1,0.0753,0.0,0.113,0.327,0.705,164.556,4,black-metal,Rock
0sC5ub2JcnKmypbITsfsJa,Eisregen,Knochenkult,19 Nägel für Sophie,21,303680,False,0.557,0.813,8,-6.798,1,0.0372,0.0044,0.000421,0.102,0.427,125.047,4,black-metal,Rock
26KIJ04nyiYxPh3mcPMiJE,Sarcófago,Inri,Deathrash,20,95160,False,0.286,0.896,0,-10.186,0,0.0482,2.65e-05,0.204,0.31,0.404,98.864,3,black-metal,Rock
5IYqcX40Tr97RZDg3Sifl0,Sarcófago,The Laws of Scourge,Prelude to a Suicide,20,233733,False,0.307,0.7,4,-9.619,1,0.04,2.28e-05,0.802,0.122,0.3,86.303,4,black-metal,Rock
6pENUmGEfCNLwd5QY3j60T,Sarcófago,The Laws of Scourge,The Laws of Scourge,20,198360,False,0.288,0.95,10,-7.497,0,0.061,1.64e-05,0.878,0.304,0.442,132.454,4,black-metal,Rock
6qxxHH3S6hVVRiwK5665TA,Samael,Eternal (Re-Issue),Year Zero,18,218706,False,0.506,0.98,9,-4.908,1,0.115,2.08e-05,0.378,0.335,0.168,113.984,4,black-metal,Rock
5CG9qgl3R1zlKbK6sb9q4Z,Toxic Holocaust,Hell on Earth,Send Them to Hell,21,187533,True,0.324,0.989,9,-3.044,1,0.234,5.1e-05,0.0389,0.113,0.334,178.297,4,black-metal,Rock
23sbsUEakx3vdMQ4xA5OIy,Morbid Angel,Kingdoms Disdained,Paradigms Warped,20,239320,True,0.561,0.87,6,-7.333,1,0.0715,1.14e-05,0.776,0.0556,0.296,115.045,4,black-metal,Rock
1nAoLuGshX8UZyqKWXUCYG,Anaal Nathrakh,Vanitas,A Metaphor For The Dead,19,259826,True,0.306,0.81,7,-2.575,1,0.0566,1.24e-05,0.624,0.0998,0.0895,139.866,3,black-metal,Rock
1PGMfTSkrMfJBdiFyAztv0,Wolves In The Throne Room,Celestial Lineage,Subterranean Initiation,19,429733,False,0.159,0.931,3,-6.663,0,0.0836,4.16e-06,0.92,0.85,0.0458,150.077,4,black-metal,Rock
6Ua3yjhvUNx1Kjzq8RrlHa,Sarcófago,The Laws of Scourge,Schreeches from the Silence,20,228906,False,0.382,0.904,8,-7.949,1,0.0647,0.00058,0.794,0.082,0.433,112.797,4,black-metal,Rock
12rctrKl8dkkwksL2MM2HZ,Sarcófago,Inri,Desecration of Virgin,20,118466,False,0.195,0.759,9,-10.497,0,0.0535,1.48e-05,0.798,0.362,0.403,90.216,4,black-metal,Rock
1cQXDosKkPHAZVi7YWYX15,Batushka,Litourgiya,Yekteniya I,43,345533,False,0.405,0.844,6,-6.882,1,0.0737,0.000259,0.721,0.123,0.0654,119.995,4,black-metal,Rock
7xWgCUckC7bAQfrXGZ8l5e,Sodom,M-16 (20th Anniversary Edition),Napalm in the Morning (2021 - Remaster),10,356973,False,0.255,0.862,2,-5.637,1,0.0505,7.13e-05,0.0444,0.103,0.446,151.611,3,black-metal,Rock
4yIPRK0XPbaeGFiGTog6gN,Mork,Katedralen,Svartmalt,19,259000,False,0.413,0.973,3,-6.831,0,0.0521,2.53e-06,0.595,0.328,0.213,120.039,4,black-metal,Rock
1BZ9bUYt4fsF2bLVPZp2aU,Make Them Suffer;Courtney LaPlante,Contraband (feat. Courtney LaPlante),Contraband (feat. Courtney LaPlante),49,250145,True,0.475,0.959,11,-4.135,1,0.0903,9.35e-05,3.24e-06,0.213,0.135,129.983,4,black-metal,Rock
6fth6AcmijCSuKBwywe5Hc,Slabdragger,Regress,Murky Fen,21,274593,False,0.311,0.711,4,-7.991,1,0.0396,0.0432,0.828,0.432,0.198,134.088,4,black-metal,Rock
463jvTBlNaxfX7Sg5El4Y0,Myrkgrav,Sjuguttmyra,De to spellemenn - 2013 edition,20,169879,False,0.41,0.923,10,-5.385,1,0.0642,0.0662,0.0,0.322,0.386,110.027,5,black-metal,Rock
2kEBwl8sSQiuVzND58tKmO,In Aphelion,Moribund,World Serpent (Devourer of Dreams),20,385562,False,0.212,0.987,7,-4.749,0,0.251,0.00045,0.000421,0.289,0.0357,94.916,4,black-metal,Rock
2uhGhGjoSFyOeyFDc9zHhQ,Manes,Slow Motion Death Sequence,Building the Ship of Theseus,18,234800,False,0.502,0.736,8,-7.418,0,0.0272,0.0106,0.000227,0.109,0.639,135.055,3,black-metal,Rock
03ehYCO0GKI33FeOLNh75B,Der Weg einer Freiheit,Stellar,Eiswanderer,19,555387,False,0.158,0.752,3,-11.214,0,0.0687,0.000138,0.903,0.0551,0.0333,148.775,4,black-metal,Rock
01goDEgLNLAVOmRQ8Ip7js,Alcest,Kodama,Oiseaux de proie,39,468226,False,0.233,0.619,8,-8.78,0,0.0337,5.94e-05,0.801,0.24,0.139,114.298,4,black-metal,Rock
3PM1gGSwkq1Szoeb3BDRxU,Arkona,Lunaris,Nie Dla Mnie Litość,19,426461,False,0.298,0.798,11,-7.823,0,0.0618,0.000147,0.0593,0.0939,0.0443,129.898,4,black-metal,Rock
3HrbHhj7NulyxG3tl406vP,Ungfell,Es grauet,Tyfels Antlitz,18,443308,False,0.142,0.753,3,-11.267,1,0.0551,0.000246,0.238,0.354,0.0806,91.443,4,black-metal,Rock
6whmodY4ixeotqmVxwQOwL,Enslaved,E,What Else Is There - Bonus Version,46,284026,False,0.46,0.889,1,-6.279,0,0.0581,4.15e-05,0.656,0.0671,0.219,114.994,4,black-metal,Rock
3FK7Wzox7rB8PBkZjhnXFm,Witchery,Nightside,Left Hand March,19,268653,False,0.435,0.874,2,-4.197,0,0.043,0.00191,0.0147,0.139,0.373,142.154,4,black-metal,Rock
5GNwm3jX0MDAkwogL9XKby,Wiegedood,There's Always Blood At The End Of The Road,Theft and Begging,19,245269,False,0.168,0.919,3,-2.493,1,0.19,1.19e-05,0.902,0.0831,0.0355,122.604,4,black-metal,Rock
1L6yEgyroIBQ5dpJRyDs13,Alcest,Spiritual Instinct,Le miroir,38,331048,False,0.237,0.562,3,-11.456,0,0.0285,0.0915,0.815,0.121,0.14,89.009,3,black-metal,Rock
2ktq6Mjg0O6BVq9U8FTzGE,Jesus Piece,3 Song Tape,Left to Drown,20,120104,False,0.481,0.969,5,-8.917,0,0.0865,0.00811,0.205,0.343,0.0919,146.995,4,black-metal,Rock
7xNAfLzAmOJ2jQctZ9NvsA,Regarde Les Hommes Tomber,Ascension,Stellar Cross,19,490386,False,0.0833,0.948,3,-4.929,1,0.146,0.000435,0.469,0.205,0.131,193.46,4,black-metal,Rock
3ScnWWth3PD2vEjTPsQSi8,Kriegsmaschine,Apocalypticists,The Other Death,19,681000,False,0.235,0.87,6,-6.355,1,0.075,0.000105,0.427,0.257,0.0815,180.02,4,black-metal,Rock
2d5A0pXGLvKHoQtidmezwM,Dawn Of Ashes,Theophany,Tribe of Chemosh,20,306000,False,0.348,0.95,11,-3.361,0,0.169,4.52e-05,9.24e-05,0.147,0.229,180.004,4,black-metal,Rock
3EQi86PyyvhCsoD4fnGCwQ,Primordial,To the Nameless Dead,Failures Burden,19,397466,False,0.0749,0.821,9,-4.507,0,0.052,5.4e-06,0.503,0.134,0.235,80.776,4,black-metal,Rock
60DXdtL1WH2mSl5mdzMIjf,Devil Master,Ecstasies Of Never Ending Night,Funerary Gyre of Dreams & Madness,20,154680,False,0.345,0.955,6,-6.698,0,0.0961,5.79e-06,0.899,0.0896,0.109,140.352,4,black-metal,Rock
747hkqbZ6AbsFIhaI1ns0q,Cradle Of Filth,Thornography,Under Huntress Moon,18,418613,False,0.199,0.989,5,-4.543,0,0.153,6.84e-05,0.00194,0.0352,0.252,177.178,3,black-metal,Rock
3QfhY9bgWzVu1Wrw0MIZek,Mystifier,Goetia,Aleister Crowley And Ordo Templi Orientis,19,483586,False,0.153,0.83,0,-17.787,1,0.163,0.00161,0.267,0.0637,0.121,82.773,3,black-metal,Rock
74fmgTCBrBsgcjLwFZ8HLS,Uada,Djinn,Forestless,19,478367,False,0.137,0.863,0,-7.398,1,0.0734,0.000339,0.781,0.322,0.102,99.778,4,black-metal,Rock
0xsc68Mozt4PuX4TKvncFN,Primordial,Where Greater Men Have Fallen,Babel's Tower,19,494060,False,0.235,0.945,11,-4.349,1,0.0967,0.000325,0.0559,0.162,0.214,121.99,4,black-metal,Rock
3h5OOaUCkNCdqISpeMshOI,Deströyer 666,Unchain the Wolves,Tyranny,19,419533,False,0.297,0.968,10,-4.983,0,0.0943,1.01e-05,0.351,0.293,0.202,105.393,4,black-metal,Rock
0hYluuaTZEu95xFDSwFWl5,Panopticon,Kentucky,Killing the Giants as They Sleep,19,744720,False,0.0728,0.873,10,-9.159,0,0.127,0.000941,0.755,0.608,0.0375,177.672,5,black-metal,Rock
57V206sraMtWGTYsgIyYVl,Funeral Mist,Deiform,Deiform,18,549066,False,0.422,0.971,9,-7.814,1,0.0619,6.56e-06,0.761,0.119,0.0367,115.043,3,black-metal,Rock
1GzwDazWVTlh2GxPiCTAPc,Hypocrisy,Hypocrisy,Apocalyptic Hybrid,21,244533,True,0.366,0.97,2,-7.273,0,0.0836,1.64e-06,0.0533,0.415,0.0664,122.419,4,black-metal,Rock
13ORo6nuNhNLniacmJVocI,Deicide,Serpents of the Light,The Truth Above,20,165573,False,0.243,0.968,1,-5.706,1,0.135,0.00966,0.952,0.162,0.0792,100.255,4,black-metal,Rock
1IzmsrIxby0W5NwpOhkIgv,Winds of Plague,Against the World,Built for War,20,221213,False,0.218,0.892,0,-6.62,1,0.0998,4.58e-05,0.94,0.551,0.18,150.1,4,black-metal,Rock
2sx2JMObNBuPIrhRp2VfHR,Månegarm,Vredens tid,Segervisa,20,217880,False,0.39,0.286,7,-12.537,1,0.033,0.841,0.0,0.126,0.363,150.774,3,black-metal,Rock
0yw6pFuMkM7eVBlQLjUxHv,Winds of Plague,Against the World,One for the Butcher,20,269413,False,0.289,0.881,4,-6.48,1,0.0715,3.87e-05,0.724,0.358,0.301,130.034,4,black-metal,Rock
5NJu4ptSsZp7ocFb459rt7,Truchło Strzygi,Gwiezdny Demon,Kreatura Obrzydlistwa,20,255149,True,0.262,0.92,1,-4.562,1,0.0521,1.73e-05,0.00138,0.766,0.216,116.972,4,black-metal,Rock
0UkDQLM5G6PshSlRUWyiu0,Hypocrisy,End of Disclosure,Living Dead,20,231450,False,0.293,0.955,10,-5.383,0,0.0594,7.41e-06,0.829,0.289,0.327,170.004,4,black-metal,Rock
7vF1YyBRmpbfTqPuPJbi7j,Impaled Nazarene,All That You Fear,The Endless War,19,252466,False,0.401,0.938,9,-4.99,0,0.0533,2.02e-06,0.787,0.454,0.316,89.176,4,black-metal,Rock
2gVN8sXB7FxbdBvSHaZYHM,Deicide,Serpents of the Light,Creatures of Habit,20,187493,True,0.254,0.99,1,-5.143,1,0.139,0.0597,0.93,0.263,0.238,176.089,4,black-metal,Rock
1zc9mfxeNZ6HiSxRzY7JIA,Hypocrisy,A Taste of Extreme Divinity,No Tomorrow,21,256306,False,0.387,0.956,10,-3.923,1,0.0821,4.83e-06,0.811,0.384,0.155,120.11,4,black-metal,Rock
3i2ne1UTBRAg28NdjA61hr,Darkthrone,Total Death,Black Victory of Death,19,241093,False,0.166,0.938,0,-9.289,1,0.121,1.35e-05,0.662,0.112,0.0381,130.559,4,black-metal,Rock
70RLwSIBClxedybDYa2XWy,Darkthrone,The Cult is Alive,Graveyard Slut,19,243626,True,0.0658,0.993,9,-2.484,1,0.164,0.000697,0.217,0.317,0.107,199.986,4,black-metal,Rock
4izC2yID6txfr8xXN6xbZQ,Entombed,"To Ride, Shoot Straight and Speak the Truth",They,20,245720,False,0.179,0.994,8,-5.352,1,0.191,0.000316,0.916,0.0885,0.0398,138.382,4,black-metal,Rock
3BDMkqHAiIQukOgkqNuQB0,Eisregen,Blutbahnen,Eisenkreuzkrieger,20,260013,False,0.293,0.949,5,-6.863,0,0.0642,0.0107,0.000484,0.218,0.163,144.133,4,black-metal,Rock
5YRVKQf4YaW0Ohz8cReoYt,Eisregen,Hexenhaus,1000 Tote Nutten,20,365880,True,0.348,0.968,2,-4.887,1,0.0831,1.33e-05,0.00338,0.409,0.259,150.064,4,black-metal,Rock
4tk1j373NAOpTtjasixnlQ,Toxic Holocaust,Evil Never Dies,Damned to Fire,21,122586,True,0.349,0.994,9,-5.989,1,0.0978,1.84e-06,0.008,0.204,0.141,104.387,4,black-metal,Rock
0wYg0PneIcCF1vp1s69DfM,Eisregen,Marschmusik,Gott der Panzer,20,326826,False,0.375,0.939,7,-5.123,1,0.0904,0.000363,0.000302,0.1,0.163,120.195,4,black-metal,Rock
7mu3izFaaBjVHvsXkhArLK,Månegarm,Vargstenen,Vedergällningens Tid,19,226280,False,0.217,0.965,7,-2.378,0,0.0605,8.89e-06,0.688,0.237,0.253,110.454,4,black-metal,Rock
3pygXZX8lJqanBWUocmD8b,Inquisition,Nefarious Dismal Orations,Ancient Monumental War Hymn,19,344106,False,0.166,0.845,6,-5.19,0,0.129,0.0029,0.846,0.208,0.0294,114.304,4,black-metal,Rock
53c9YHuifgAWJoqgPOgPUn,Unleashed,Gods of Death Metal,Long Before Winter's Call,0,227616,False,0.37,0.993,7,-4.465,1,0.131,7.84e-05,0.00622,0.127,0.0398,103.052,4,black-metal,Rock
4HqNd2LxuZ8ByR7E4tKeLK,Darkthrone,Dark Thrones & Black Flags,Hiking Metal Punks,19,201933,False,0.207,0.982,11,-3.922,0,0.0843,0.00064,0.00565,0.339,0.119,151.627,4,black-metal,Rock
1INgqSIf08RlPhcWSrXXP4,Deafheaven,Infinite Granite,In Blur,42,329853,False,0.343,0.964,1,-4.044,0,0.0507,0.0141,0.694,0.376,0.438,168.021,4,black-metal,Rock
0kco15ozQ8NHEeZSqgWZ0U,Rotting Christ;Lars Nedland,Holy Mountain,Holy Mountain,41,313209,False,0.444,0.714,9,-8.159,0,0.0432,0.000176,0.176,0.302,0.17,138.068,4,black-metal,Rock
4vK7YxgpYLEU97fA3M3EeI,Watain,The Wild Hunt,They Rode On,43,522813,False,0.295,0.44,4,-9.151,0,0.0314,4.16e-05,0.498,0.0811,0.039,133.988,3,black-metal,Rock
6b0HdwX9k0RtOUHRvWYl4J,Behemoth,The Deathless Sun,The Deathless Sun,42,283336,False,0.265,0.962,2,-4.871,1,0.108,1.27e-05,0.000862,0.4,0.156,167.759,4,black-metal,Rock
5cAA2JNIRB75EsSdMhm6A3,Graveworm,(N)Utopia,Which Way,19,332080,False,0.409,0.993,3,-1.943,1,0.112,1.31e-05,0.683,0.149,0.0693,114.983,4,black-metal,Rock
0PPJv4XLFWwo1kbpm4ZnmI,Wormwood,Ghostlands: Wounds from a Bleeding Earth,The Universe Is Dying,19,308847,False,0.233,0.964,7,-8.144,0,0.0847,2.1e-05,0.063,0.133,0.119,109.324,4,black-metal,Rock
37jp3SWRqJuHFCjm76hnMT,Kvaen,The Great Below,Your Mighty Has Fallen,19,278158,False,0.391,0.83,1,-13.017,1,0.0574,6.98e-06,0.0,0.391,0.252,99.968,3,black-metal,Rock
1qPAjsTdQisXGW5BJud7im,Borknagar,The Archaic Course,Oceans Rise,18,327760,False,0.154,0.922,9,-5.782,0,0.0879,0.000202,0.122,0.118,0.196,150.399,4,black-metal,Rock
6FPASokCZtXjBQl2jBKYxY,Bal-Sagoth,Battle Magic,Tale From The Deep Woods,18,336400,False,0.297,0.943,10,-8.156,0,0.0813,6.97e-05,0.0117,0.318,0.336,101.578,4,black-metal,Rock
4WfslTUTDPIPpp33dh2R09,Mork,Det Svarte Juv,Mørkeleggelse,18,337634,False,0.442,0.961,8,-8.999,1,0.122,1.73e-05,0.807,0.12,0.0683,130.0,4,black-metal,Rock
3vngBGUNo8lBTWhLybWeck,Nargaroth,Jahreszeiten,Winter,19,1002693,False,0.152,0.993,9,-5.366,1,0.217,3.54e-05,0.0431,0.413,0.0303,105.333,4,black-metal,Rock
5zcNcMFtlo2ikzUyGwDt9e,Kvaen;Mathias Lillmåns,The Great Below,The Fire Within Him Burns,19,321219,False,0.201,0.824,11,-13.332,0,0.0776,2.43e-05,0.00159,0.0991,0.0648,179.998,4,black-metal,Rock
2O03PVLpxzIX3D8k2fJwRn,Obscurity,Vintar,Naglfar,20,257553,False,0.424,0.998,5,-3.692,0,0.0947,1.3e-05,0.251,0.278,0.0406,147.964,4,black-metal,Rock
5I75piAbJshLXw4t2Up8zK,Cadaveria,In Your Blood,Anagram,19,164257,False,0.496,0.887,11,-6.001,0,0.0474,1.27e-05,0.00521,0.518,0.549,155.99,4,black-metal,Rock
5GNHQPuKKVIwezxNtGBwlM,Istapp,Blekinge,Evig Köld Koncentrerad,19,208000,False,0.188,0.887,0,-6.479,1,0.0732,8.08e-05,0.0108,0.54,0.538,161.697,3,black-metal,Rock
67bHMpfN2QFLUpLNPiBNd7,Obscurity,Vintar,Schicksal der Götter,20,334354,False,0.295,0.997,2,-3.62,1,0.154,0.000324,0.000268,0.396,0.0785,178.129,4,black-metal,Rock
1Pj511so3LG0PKCkZrkd5Z,Seth,La Morsure Du Christ (Deluxe Edition),Métal Noir,18,297046,False,0.0731,0.962,5,-4.567,1,0.128,4.6e-06,0.00564,0.17,0.0722,178.633,3,black-metal,Rock
6NA9XsV1pzeW2QqPn8pi4g,Cradle Of Filth,Thornography,Lovesick for Mina,18,420493,False,0.527,0.903,0,-5.888,0,0.0315,0.000103,0.00752,0.244,0.252,95.288,4,black-metal,Rock
6vgCLXsuxbSTFn66QbEE3X,Moonsorrow,Suden Uni,Köyliönjärven jäällä (Pakanavedet II),19,388280,False,0.257,0.985,9,-4.431,1,0.0755,4.55e-06,0.919,0.583,0.174,97.753,4,black-metal,Rock
66P5aWRN4CTxPSEBZTeZOk,Deafheaven,10 Years Gone (Live),Dream House - Live,19,562394,False,0.0876,0.872,2,-5.197,1,0.0952,5.22e-06,0.92,0.195,0.0905,165.966,4,black-metal,Rock
0pUMwbsKyJkvtpNJbothqe,Mortuary Drape,All the Witches Dance,Astral Bewitchment,19,348026,False,0.256,0.987,9,-5.725,1,0.0853,0.000389,7.67e-05,0.0442,0.166,98.983,4,black-metal,Rock
0z05WGKhrg8nWH0KFrWfXk,Moonspell,Wolfheart [Deluxe Edition (re-mastered & live versions)],Alma Mater - re-mastered version,19,336720,False,0.183,0.892,9,-5.053,0,0.0827,0.000118,0.000602,0.102,0.29,143.17,3,black-metal,Rock
63Uyol7YBYfdHpJ9HJDmhN,Hypocrisy,End of Disclosure,44 Double Zero,20,267851,False,0.35,0.891,10,-6.373,0,0.0667,7.8e-06,0.849,0.129,0.179,149.938,4,black-metal,Rock
5BSa8MzfxhgmQe3pU4hYhI,Bestial Mockery,Gospel Of The Insane,Father In Heaven,19,164906,False,0.178,0.973,7,-7.233,1,0.128,5.67e-05,0.000328,0.145,0.137,191.817,3,black-metal,Rock
0wl6Ojj7euPLNxcxH4v29K,Cradle Of Filth,Lovecraft & Witch Hearts,Sodomy & Lust,18,282800,False,0.263,0.964,2,-3.023,1,0.0906,0.000101,0.00482,0.559,0.178,118.174,4,black-metal,Rock
29mUG9GzI9bCd3CPRLpmPM,Watain,Casus Luciferi,Casus Luciferi,18,529506,False,0.158,0.996,9,-4.463,1,0.116,1.85e-06,0.000951,0.12,0.0397,133.354,4,black-metal,Rock
3wEYSq5lEMivJmKUDKPJGn,Behemoth,Opvs Contra Natvram,Ov My Herculean Exile,47,283791,True,0.411,0.937,4,-5.001,0,0.0571,1.94e-05,0.0245,0.153,0.225,110.972,3,black-metal,Rock
2UbIZiTmozBrmceDdjqqOY,Aversions Crown,Hell Will Come for Us All,Scourge of Violence,20,250377,False,0.38,0.967,1,-3.779,1,0.1,0.00144,8.49e-06,0.111,0.103,135.08,4,black-metal,Rock
0SsQVboirFwfhet6WXUoCk,Therion,Crowning of Atlantis,Mark of Cain,20,301293,False,0.567,0.83,2,-4.733,1,0.0322,3.83e-05,0.47,0.276,0.465,120.003,4,black-metal,Rock
5WWeJrAESkvLIaz89ZlZi3,Tiamat,Clouds,Undressed,20,428093,False,0.378,0.548,10,-9.467,1,0.0335,0.00413,0.0309,0.123,0.154,131.407,4,black-metal,Rock
3PvWT7hta8nxsbSoYPg9Vx,Midnight,Let There Be Witchery,Devil Virgin,19,225813,True,0.365,0.977,9,-5.786,1,0.0686,4.03e-05,0.688,0.096,0.138,129.061,4,black-metal,Rock
2drx5tUgMv5Vj34jkE0OTS,Cradle Of Filth,Damnation And A Day,Better To Reign In Hell,18,371666,False,0.364,0.994,7,-4.545,0,0.135,3.3e-05,0.0789,0.111,0.136,164.968,4,black-metal,Rock
6RYPKSSDUgpgzyFdzEBPJP,Marduk,Warschau - Live in 2005,Panzer Division Marduk - Live in Warschau 2005,18,145240,False,0.172,0.937,0,-7.27,1,0.101,0.0032,0.201,0.108,0.0368,121.592,4,black-metal,Rock
7vlYvmd809C4rWDAWuJuK3,Rotting Christ,Genesis,Dying,18,288533,False,0.364,0.859,9,-3.625,0,0.0442,2.73e-05,0.808,0.132,0.317,79.95,4,black-metal,Rock
5MQp0Y0bwFru5xbatuP38t,The Kovenant,Animatronik,The Human Abstract,19,295040,False,0.472,0.992,0,-2.863,1,0.0655,4.67e-05,0.331,0.563,0.616,85.027,4,black-metal,Rock
05nNelgkr53RyE6Y7lfiXe,Necrophobic,Mark Of The Necrogram,Odium Caecum,19,265333,False,0.1,0.924,2,-5.64,1,0.108,2.93e-05,0.733,0.0905,0.0876,179.984,4,black-metal,Rock
2M95nL0Ud35yRuvbNKgxIx,Fleshgod Apocalypse,Labyrinth,Under Black Sails,20,446453,False,0.241,0.986,4,-2.893,1,0.249,0.00876,0.0746,0.265,0.0393,127.431,3,black-metal,Rock
0HF844CZVnlnsHOKmiPORg,Enslaved,Utgard,Flight of Thought and Memory,18,382040,False,0.367,0.896,1,-9.217,1,0.0969,0.00219,0.0937,0.364,0.102,159.935,1,black-metal,Rock
3otvs1xgZahX3z7RPfW0Qf,Immortal,Blizzard Beasts,Noctambulant,18,142986,False,0.1,0.925,9,-7.157,0,0.0818,9.72e-06,0.708,0.0485,0.035,85.405,4,black-metal,Rock
7AhV1VTB50475ZwY316Ccy,Bathory,Blood on Ice,The Revenge of the Blood on Ice,18,592493,False,0.177,0.911,10,-6.871,1,0.0687,4.31e-05,0.682,0.336,0.103,156.018,3,black-metal,Rock
1ta6KHy4yuGSxW3mKNcvZN,Rotting Christ,Triarchy of the Lost Lovers,One With the Forest,18,273733,False,0.29,0.922,6,-7.833,0,0.051,4.48e-05,0.783,0.0749,0.323,137.527,4,black-metal,Rock
0DWx8a1qwJBUWRRscNJNGl,Old Man's Child,In Defiance of Existence,The Underworld Domains,18,288320,False,0.312,0.873,11,-6.064,0,0.0561,1.86e-05,0.569,0.346,0.179,184.816,4,black-metal,Rock
6678p4su7ZvWkqJeCklSBh,Eisregen,Krebskollektion,Scharlachrotes Kleid,20,323546,False,0.351,0.64,9,-7.669,1,0.0416,0.000303,0.00817,0.112,0.0798,129.002,4,black-metal,Rock
1FUyPiN2gSCXDNVuD5MgvE,Vintersorg,Cosmic Genesis,The Enigmatic Spirit,20,283386,False,0.579,0.534,9,-8.287,0,0.0406,0.226,0.0,0.1,0.145,120.01,4,black-metal,Rock
2uImQzm9W8Jj2sD1ZOJANr,Toxic Holocaust,Conjure and Command,The Liars Are Burning,20,173600,False,0.507,0.98,8,-4.557,0,0.0762,0.000244,0.0525,0.156,0.753,91.081,4,black-metal,Rock
3y7xqINqRIrgDFkjvN468u,Inquisition,Invoking the Majestic Throne of Satan,Rituals of Human Sacrifice for Lord Baal,18,359413,False,0.19,0.935,0,-4.014,1,0.111,0.00352,0.834,0.211,0.102,75.614,4,black-metal,Rock
1QvQz96lNtXPGoC3fCShQK,Midnight,No Mercy for Mayhem,Prowling Leather,19,216772,False,0.203,0.982,10,-3.611,0,0.0969,7.91e-05,0.00121,0.371,0.0998,178.655,4,black-metal,Rock
6orPCwBWW9Li0CBseEcDHJ,Portrayal of Guilt,CHRISTFUCKER,Possession,20,242055,False,0.283,0.873,6,-7.383,1,0.103,0.000396,0.663,0.151,0.256,129.905,3,black-metal,Rock
5J8qjaktW6spMOoWBxVWrx,Toxic Holocaust,Primal Future: 2019,Cybernetic War,20,327706,False,0.374,0.959,1,-5.024,1,0.148,0.000107,0.0729,0.084,0.133,166.018,4,black-metal,Rock
0xCyJpvyfEu6lieTyNjMWw,Inquisition,Into the Infernal Regions of the Ancient Cult,Summoned by Ancient Wizards Under a Black Moon,18,554466,False,0.193,0.983,7,-6.24,1,0.095,0.000307,0.954,0.156,0.119,148.631,4,black-metal,Rock
3g3xeraZHEGDAS52YT3eku,Cult Of Fire,Ascetic Meditation Of Death,Kali Ma,37,367266,False,0.265,0.741,9,-4.131,0,0.0784,1.03e-05,0.737,0.322,0.037,93.742,4,black-metal,Rock
7wcqsaVz5LadhwD12HtOu3,Deafheaven,Infinite Granite,Shellstar,43,366093,False,0.455,0.692,8,-6.914,1,0.0323,0.00751,0.8,0.0767,0.139,136.049,4,black-metal,Rock
1KnNbJ2Btm3AgpGQDy9utV,Alcest,Shelter (Deluxe Edition),Into the Waves,36,390026,False,0.466,0.858,11,-6.472,1,0.0335,0.0033,0.728,0.108,0.144,134.022,4,black-metal,Rock
32dGGAko2c7KYzyY8y4N99,Norrhem,Vaienneet Voittajat,Voima ja Kunnia,19,209032,True,0.222,0.973,11,-4.697,0,0.092,1.66e-06,0.938,0.159,0.0385,154.44,4,black-metal,Rock
31zFI9wyuwU8gHxQdcIaBA,Istapp,Frostbiten,Skoll,19,188253,False,0.342,0.929,11,-6.341,1,0.059,2.19e-06,0.0256,0.178,0.061,99.929,4,black-metal,Rock
